ts,open,high,low,close,volume
2023-05-01,115.80000305175781,116.5999984741211,115.2699966430664,116.33999633789062,5238900
2023-05-02,116.66999816894531,118.38999938964844,115.80999755859375,117.88999938964844,8175600
2023-05-03,118.3499984741211,119.6500015258789,117.93000030517578,118.22000122070312,6738600
2023-05-04,118.0,118.0,116.48999786376953,117.37000274658203,6490200
2023-05-05,117.37999725341797,117.88999938964844,116.55999755859375,117.68000030517578,4534000
2023-05-08,117.08000183105469,118.44000244140625,116.44000244140625,118.37999725341797,5157300
2023-05-09,118.25,118.62999725341797,117.33999633789062,117.43000030517578,4933100
2023-05-10,117.41000366210938,118.16999816894531,116.41999816894531,117.9000015258789,5605400
2023-05-11,117.58000183105469,117.79000091552734,116.37999725341797,117.55000305175781,5596700
2023-05-12,118.0,118.55000305175781,116.69999694824219,117.13999938964844,5233100
2023-05-15,117.13999938964844,117.73999786376953,115.48999786376953,116.37000274658203,5697200
2023-05-16,115.87999725341797,116.76000213623047,115.29000091552734,116.08000183105469,4278200
2023-05-17,116.37000274658203,116.66000366210938,113.4800033569336,114.76000213623047,7210400
2023-05-18,114.13999938964844,115.06999969482422,113.33000183105469,114.0,6437100
2023-05-19,114.33000183105469,116.23999786376953,114.0999984741211,115.48999786376953,7647000
2023-05-22,115.4800033569336,117.08000183105469,114.33000183105469,114.48999786376953,5607400
2023-05-23,113.97000122070312,114.79000091552734,113.05000305175781,113.2699966430664,7733000
2023-05-24,114.11000061035156,114.31999969482422,112.55000305175781,113.5999984741211,4509500
2023-05-25,113.5,113.5,111.08999633789062,112.30000305175781,7037500
2023-05-26,112.0,113.19000244140625,110.6500015258789,111.06999969482422,6378200
2023-05-30,110.12999725341797,110.70999908447266,108.97000122070312,109.16999816894531,7768100
2023-05-31,108.47000122070312,111.1500015258789,108.47000122070312,110.41000366210938,14563500
2023-06-01,110.66000366210938,111.58999633789062,109.87999725341797,110.93000030517578,6959900
2023-06-02,111.11000061035156,112.7300033569336,110.72000122070312,112.5199966430664,5792800
2023-06-05,113.0,114.4800033569336,112.91000366210938,113.11000061035156,5185500
2023-06-06,113.55000305175781,113.72000122070312,109.27999877929688,110.01000213623047,6960200
2023-06-07,109.62999725341797,109.66999816894531,106.87000274658203,108.61000061035156,12420500
2023-06-08,108.30999755859375,111.06999969482422,108.0,110.31999969482422,8352700
2023-06-09,110.19000244140625,111.51000213623047,109.0199966430664,110.70999908447266,6521900
2023-06-12,110.19000244140625,110.98999786376953,108.5999984741211,109.86000061035156,7468500
2023-06-13,108.58999633789062,110.63999938964844,108.05000305175781,109.98999786376953,7304200
2023-06-14,109.72000122070312,109.93000030517578,108.3499984741211,108.66000366210938,6137300
2023-06-15,108.4000015258789,109.9000015258789,108.33999633789062,109.4000015258789,7305700
2023-06-16,109.5,110.45999908447266,109.05999755859375,109.31999969482422,15844300
2023-06-20,109.08000183105469,110.86000061035156,109.02999877929688,110.2300033569336,7744400
2023-06-21,110.11000061035156,111.5199966430664,109.5199966430664,111.16000366210938,6854800
2023-06-22,111.5999984741211,113.83999633789062,111.5999984741211,113.72000122070312,7884100
2023-06-23,114.16000366210938,114.91000366210938,113.0199966430664,114.5999984741211,16407900
2023-06-26,114.44000244140625,114.5999984741211,111.77999877929688,113.08000183105469,7685100
2023-06-27,112.83000183105469,113.70999908447266,111.87000274658203,113.31999969482422,7093900
2023-06-28,113.44999694824219,113.56999969482422,111.44000244140625,112.44000244140625,8173800
2023-06-29,112.25,113.87999725341797,111.80999755859375,113.54000091552734,6281800
2023-06-30,113.79000091552734,115.61000061035156,113.43000030517578,115.38999938964844,8090600
2023-07-03,114.47000122070312,114.62000274658203,113.52999877929688,114.33000183105469,2834600
2023-07-05,114.04000091552734,114.43000030517578,113.41999816894531,113.69999694824219,5861500
2023-07-06,112.9000015258789,113.44000244140625,111.70999908447266,111.75,7257400
2023-07-07,111.06999969482422,111.5,108.76000213623047,109.0,11316600
